,Open Time,open,high,low,close,Close Time,DIF,DEA,MACD,EMA,RSI,BBL_70_1.3,BBM_70_1.3,BBU_70_1.3,BBB_70_1.3,BBP_70_1.3
19,2022-03-04 08:00:00,42454.0,42527.3,38550.0,39148.66,2022-03-05 07:59:59.999000064,,,,,52.12,,,,,
20,2022-03-05 08:00:00,39148.65,39613.24,38407.59,39397.96,2022-03-06 07:59:59.999000064,,,,,42.65,,,,,
21,2022-03-06 08:00:00,39397.97,39693.87,38088.57,38420.81,2022-03-07 07:59:59.999000064,,,,,43.49,,,,,
22,2022-03-07 08:00:00,38420.8,39547.57,37155.0,37988.0,2022-03-08 07:59:59.999000064,,,,,40.91,,,,,
23,2022-03-08 08:00:00,37988.01,39362.08,37867.65,38730.63,2022-03-09 07:59:59.999000064,,,,,39.77,,,,,
24,2022-03-09 08:00:00,38730.63,42594.06,38656.45,41941.71,2022-03-10 07:59:59.999000064,,,,,42.76,,,,,
25,2022-03-10 08:00:00,41941.7,42039.63,38539.73,39422.0,2022-03-11 07:59:59.999000064,-355.98,,,,53.6,,,,,
26,2022-03-11 08:00:00,39422.01,40236.26,38223.6,38729.57,2022-03-12 07:59:59.999000064,-431.5,,,,46.12,,,,,
27,2022-03-12 08:00:00,38729.57,39486.71,38660.52,38807.36,2022-03-13 07:59:59.999000064,-479.55,,,,44.27,,,,,
28,2022-03-13 08:00:00,38807.35,39310.0,37578.51,37777.34,2022-03-14 07:59:59.999000064,-593.89,,,,44.54,,,,,
29,2022-03-14 08:00:00,37777.35,39947.12,37555.0,39671.37,2022-03-15 07:59:59.999000064,-525.62,,,,41.6,,,,,
30,2022-03-15 08:00:00,39671.37,39887.61,38098.33,39280.33,2022-03-16 07:59:59.999000064,-497.33,,,,48.43,,,,,
31,2022-03-16 08:00:00,39280.33,41718.0,38828.48,41114.0,2022-03-17 07:59:59.999000064,-323.23,,,,47.19,,,,,
32,2022-03-17 08:00:00,41114.01,41478.82,40500.0,40917.9,2022-03-18 07:59:59.999000064,-198.78,,,,53.32,,,,,
33,2022-03-18 08:00:00,40917.89,42325.02,40135.04,41757.51,2022-03-19 07:59:59.999000064,-32.04,-315.46,283.42,,52.61,,,,,
34,2022-03-19 08:00:00,41757.51,42400.0,41499.29,42201.13,2022-03-20 07:59:59.999000064,134.35,-225.5,359.85,,55.39,,,,,
35,2022-03-20 08:00:00,42201.13,42296.26,40911.0,41262.11,2022-03-21 07:59:59.999000064,188.28,-142.74,331.02,,56.85,,,,,
36,2022-03-21 08:00:00,41262.11,41544.22,40467.94,41002.25,2022-03-22 07:59:59.999000064,207.65,-72.66,280.32,,52.86,,,,,
37,2022-03-22 08:00:00,41002.26,43361.0,40875.51,42364.13,2022-03-23 07:59:59.999000064,329.11,7.69,321.42,,51.76,,,,,
38,2022-03-23 08:00:00,42364.13,43025.96,41751.47,42882.76,2022-03-24 07:59:59.999000064,461.89,98.53,363.35,,56.88,,,,,
39,2022-03-24 08:00:00,42882.76,44220.89,42560.46,43991.46,2022-03-25 07:59:59.999000064,649.09,208.64,440.45,,58.7,,,,,
40,2022-03-25 08:00:00,43991.46,45094.14,43579.0,44313.16,2022-03-26 07:59:59.999000064,814.03,329.72,484.31,,62.41,,,,,
41,2022-03-26 08:00:00,44313.16,44792.99,44071.97,44511.27,2022-03-27 07:59:59.999000064,949.78,453.73,496.05,,63.45,,,,,
42,2022-03-27 08:00:00,44511.27,46999.0,44421.46,46827.76,2022-03-28 07:59:59.999000064,1230.11,609.01,621.1,,64.11,,,,,
43,2022-03-28 08:00:00,46827.76,48189.84,46663.56,47122.21,2022-03-29 07:59:59.999000064,1459.21,779.05,680.16,,70.88,,,,,
44,2022-03-29 08:00:00,47122.21,48096.47,46950.85,47434.8,2022-03-30 07:59:59.999000064,1647.01,952.64,694.37,,71.62,,,,,
45,2022-03-30 08:00:00,47434.79,47700.22,46445.42,47067.99,2022-03-31 07:59:59.999000064,1746.11,1111.34,634.78,,72.43,,,,,
46,2022-03-31 08:00:00,47067.99,47600.0,45200.0,45510.34,2022-04-01 07:59:59.999000064,1679.61,1224.99,454.62,,69.87,,,,,
47,2022-04-01 08:00:00,45510.35,46720.09,44200.0,46283.49,2022-04-02 07:59:59.999000064,1670.03,1314.0,356.04,,60.03,,,,,
48,2022-04-02 08:00:00,46283.49,47213.0,45620.0,45811.0,2022-04-03 07:59:59.999000064,1605.81,1372.36,233.45,,62.86,,,,,
49,2022-04-03 08:00:00,45810.99,47444.11,45530.92,46407.35,2022-04-04 07:59:59.999000064,1584.77,1414.84,169.92,,60.03,,,,,
50,2022-04-04 08:00:00,46407.36,46890.71,45118.0,46580.51,2022-04-05 07:59:59.999000064,1564.03,1444.68,119.35,,62.36,,,,,
51,2022-04-05 08:00:00,46580.5,47200.0,45353.81,45497.55,2022-04-06 07:59:59.999000064,1443.57,1444.46,-0.89,,63.05,,,,,
