,Open_time,open,high,low,close,volume,Close_time,DIF,MACD,DIF-MACD
36,2022-01-02 20:00:00,47238.89,47447.0,47013.5,47292.95,798.05773,2022-01-02 20:59:59.999000064,61.31054321378906,106.01775253045507,-44.70720931666601
37,2022-01-02 21:00:00,47289.67,47300.86,47090.0,47137.35,580.44121,2022-01-02 21:59:59.999000064,48.1190100857857,94.4380040415212,-46.31899395573549
38,2022-01-02 22:00:00,47137.35,47202.39,47020.0,47112.55,617.66611,2022-01-02 22:59:59.999000064,35.257050967433315,82.60181342670361,-47.3447624592703
39,2022-01-02 23:00:00,47112.54,47390.0,47071.27,47340.47,784.16369,2022-01-02 23:59:59.999000064,42.95988013718306,74.6734267687995,-31.71354663161644
40,2022-01-03 00:00:00,47340.47,47886.0,47273.64,47792.3,1367.5695,2022-01-03 00:59:59.999000064,84.54870777573524,76.64848297018665,7.900224805548589
41,2022-01-03 01:00:00,47792.29,47990.0,47317.46,47401.14,1440.59237,2022-01-03 01:59:59.999000064,84.96538233271713,78.31186284269275,6.6535194900243795
42,2022-01-03 02:00:00,47401.14,47401.14,46654.0,47058.12,1852.33799,2022-01-03 02:59:59.999000064,56.96015148895094,74.04152057194439,-17.081369082993447
43,2022-01-03 03:00:00,47056.43,47217.1,46851.51,46907.68,937.38607,2022-01-03 03:59:59.999000064,22.36870109580923,63.706956676717354,-41.338255580908125
44,2022-01-03 04:00:00,46907.67,47050.0,46815.17,47007.14,570.22257,2022-01-03 04:59:59.999000064,2.9463544790123706,51.55483623717636,-48.60848175816399
45,2022-01-03 05:00:00,47007.14,47187.98,46913.27,47018.03,432.59568,2022-01-03 05:59:59.999000064,-11.43544249401748,38.95678049093759,-50.39222298495507
46,2022-01-03 06:00:00,47017.98,47398.99,47014.84,47255.38,683.72196,2022-01-03 06:59:59.999000064,-3.6390105783721083,30.437622277075647,-34.076632855447755
47,2022-01-03 07:00:00,47255.39,47469.34,47255.38,47286.18,749.48136,2022-01-03 07:59:59.999000064,4.967755288053013,25.34364887927112,-20.37589359121811
48,2022-01-03 08:00:00,47286.18,47289.11,47050.0,47050.08,734.11794,2022-01-03 08:59:59.999000064,-7.179852711618878,18.838948561093122,-26.018801272712
49,2022-01-03 09:00:00,47050.09,47138.78,46950.0,47116.71,628.0558,2022-01-03 09:59:59.999000064,-11.300174047981272,12.811124039278244,-24.111298087259517
50,2022-01-03 10:00:00,47116.22,47116.71,46858.44,46999.98,781.70714,2022-01-03 10:59:59.999000064,-23.711363994727435,5.506626432477109,-29.217990427204544
51,2022-01-03 11:00:00,46999.98,47084.8,46722.39,46793.26,850.43854,2022-01-03 11:59:59.999000064,-49.65550011830783,-5.525798877679879,-44.12970124062795
52,2022-01-03 12:00:00,46793.27,46944.77,46750.0,46822.26,688.49875,2022-01-03 12:59:59.999000064,-67.10283753572003,-17.84120660928791,-49.26163092643212
53,2022-01-03 13:00:00,46822.26,47211.09,46750.13,47078.64,918.62173,2022-01-03 13:59:59.999000064,-59.55573337516398,-26.184111962463124,-33.37162141270086
54,2022-01-03 14:00:00,47078.64,47100.0,46877.84,46923.75,596.63069,2022-01-03 14:59:59.999000064,-65.31995964965608,-34.01128149990171,-31.30867814975437
55,2022-01-03 15:00:00,46923.75,47080.0,46852.38,47051.37,635.22586,2022-01-03 15:59:59.999000064,-58.91119152112515,-38.9912635041464,-19.919928016978744
56,2022-01-03 16:00:00,47051.36,47135.97,46922.27,46978.82,684.64114,2022-01-03 16:59:59.999000064,-59.00618866804871,-42.99424853692686,-16.011940131121847
57,2022-01-03 17:00:00,46978.81,47109.25,46778.0,46984.55,987.07117,2022-01-03 17:59:59.999000064,-57.95108741657168,-45.985616312855825,-11.965471103715856
58,2022-01-03 18:00:00,46984.56,47251.19,46981.84,47126.02,1138.98932,2022-01-03 18:59:59.999000064,-45.1786737589573,-45.82422780207612,0.6455540431188211
59,2022-01-03 19:00:00,47126.02,47431.67,47125.48,47378.0,1451.6891,2022-01-03 19:59:59.999000064,-14.555971619694901,-39.57057656559988,25.014604945904978
60,2022-01-03 20:00:00,47378.0,47570.0,47175.01,47194.39,1183.63545,2022-01-03 20:59:59.999000064,-5.044897617488459,-32.66544077597759,27.620543158489134
61,2022-01-03 21:00:00,47194.39,47495.96,47127.51,47153.5,813.83783,2022-01-03 21:59:59.999000064,-0.7975900930541684,-26.291870639392908,25.49428054633874
62,2022-01-03 22:00:00,47153.5,47285.39,46765.0,46874.53,1711.43,2022-01-03 22:59:59.999000064,-19.71485525090975,-24.976467561696275,5.261612310786525
63,2022-01-03 23:00:00,46874.53,47018.0,46575.25,46693.45,1754.81723,2022-01-03 23:59:59.999000064,-48.75653188169963,-29.732480425696945,-19.024051456002685
64,2022-01-04 00:00:00,46693.44,46780.0,46263.29,46482.34,3415.75302,2022-01-04 00:59:59.999000064,-87.79503600118915,-41.344991540795384,-46.45004446039376
65,2022-01-04 01:00:00,46482.34,46790.0,46411.78,46577.15,1121.75227,2022-01-04 01:59:59.999000064,-109.81705448795401,-55.03940413022711,-54.7776503577269
66,2022-01-04 02:00:00,46577.16,46740.96,46412.99,46472.73,662.25,2022-01-04 02:59:59.999000064,-134.14909684097074,-70.86134267237584,-63.2877541685949
67,2022-01-04 03:00:00,46475.6,46645.34,46360.0,46360.01,661.7066,2022-01-04 03:59:59.999000064,-160.67580698261008,-88.82423553442268,-71.8515714481874
68,2022-01-04 04:00:00,46360.01,46413.47,45696.0,45922.0,3127.50381,2022-01-04 04:59:59.999000064,-214.56874732740107,-113.97313789301836,-100.59560943438271
69,2022-01-04 05:00:00,45922.01,46260.44,45811.87,45979.01,1055.66747,2022-01-04 05:59:59.999000064,-249.79952683026931,-141.13841568046854,-108.66111114980077
70,2022-01-04 06:00:00,45979.01,46439.97,45961.59,46217.9,1002.70049,2022-01-04 06:59:59.999000064,-255.49851901251532,-164.0104363468779,-91.48808266563742
71,2022-01-04 07:00:00,46217.91,46576.94,46170.64,46446.1,1055.33575,2022-01-04 07:59:59.999000064,-238.8478887392048,-178.97792682534327,-59.869961913861516
72,2022-01-04 08:00:00,46446.1,46549.19,46150.0,46244.37,1055.75335,2022-01-04 08:59:59.999000064,-239.17303153089597,-191.01694776645382,-48.156083764442144
73,2022-01-04 09:00:00,46244.37,46404.94,46040.79,46054.99,771.65428,2022-01-04 09:59:59.999000064,-251.80939090864558,-203.1754363948922,-48.633954513753395
74,2022-01-04 10:00:00,46054.99,46268.72,45934.5,46103.36,1021.46917,2022-01-04 10:59:59.999000064,-254.98147428541415,-213.5366439729966,-41.444830312417565
75,2022-01-04 11:00:00,46103.36,46383.77,46001.23,46313.97,755.88587,2022-01-04 11:59:59.999000064,-237.76015528675634,-218.38134623574854,-19.378809051007806
76,2022-01-04 12:00:00,46313.96,46411.12,45996.26,46100.14,2070.6589,2022-01-04 12:59:59.999000064,-238.61581527029193,-222.42824004265722,-16.18757522763471
77,2022-01-04 13:00:00,46100.14,46292.15,46016.24,46151.66,869.60169,2022-01-04 13:59:59.999000064,-232.45707804633275,-224.43400764339233,-8.02307040294042
78,2022-01-04 14:00:00,46148.23,46390.04,46058.51,46367.53,1240.05303,2022-01-04 14:59:59.999000064,-207.76237420367397,-221.09968095544866,13.33730675177469
79,2022-01-04 15:00:00,46367.53,46600.21,46322.09,46550.0,1554.0381,2022-01-04 15:59:59.999000064,-171.49099798274256,-211.17794436090745,39.68694637816489
80,2022-01-04 16:00:00,46549.99,46682.06,46385.61,46489.73,1316.31063,2022-01-04 16:59:59.999000064,-145.92680296085018,-198.127716080896,52.20091312004581
81,2022-01-04 17:00:00,46489.72,46599.53,46300.0,46356.21,856.18802,2022-01-04 17:59:59.999000064,-134.8860598187821,-185.4793848284732,50.593325009691114
82,2022-01-04 18:00:00,46356.21,46772.41,46300.0,46625.37,1162.38531,2022-01-04 18:59:59.999000064,-103.2272888690859,-169.02896563659573,65.80167676750983
83,2022-01-04 19:00:00,46625.37,46765.05,46616.46,46733.77,1351.64824,2022-01-04 19:59:59.999000064,-68.59973568777059,-148.9431196468307,80.3433839590601
84,2022-01-04 20:00:00,46733.78,46763.0,46479.25,46641.53,897.32283,2022-01-04 20:59:59.999000064,-48.046299597699544,-128.76375563700446,80.71745603930492
85,2022-01-04 21:00:00,46641.52,47069.01,46410.0,46955.22,1511.87787,2022-01-04 21:59:59.999000064,-6.371940272460051,-104.28539256409559,97.91345229163554
86,2022-01-04 22:00:00,46955.22,47500.1,46805.54,47333.38,3051.43768,2022-01-04 22:59:59.999000064,56.51813544129982,-72.1246869630165,128.64282240431632
87,2022-01-04 23:00:00,47336.98,47557.54,46850.05,46925.35,2605.26496,2022-01-04 23:59:59.999000064,72.59750375902513,-43.18024881860818,115.77775257763331
88,2022-01-05 00:00:00,46925.34,46925.35,46650.0,46767.27,1774.71297,2022-01-05 00:59:59.999000064,71.75760709901078,-20.192677635084383,91.95028473409516
89,2022-01-05 01:00:00,46767.28,46984.99,46522.91,46555.01,782.53703,2022-01-05 01:59:59.999000064,53.34939624459366,-5.4842628591487745,58.833659103742434
90,2022-01-05 02:00:00,46555.0,46719.78,45500.0,45750.0,4580.41041,2022-01-05 02:59:59.999000064,-25.898283441849344,-9.567066975688888,-16.331216466160456
91,2022-01-05 03:00:00,45750.01,46454.86,45580.99,46052.36,2717.79608,2022-01-05 03:59:59.999000064,-63.5718981996979,-20.36803322049069,-43.20386497920721
92,2022-01-05 04:00:00,46052.35,46428.27,45957.52,46264.92,1111.32358,2022-01-05 04:59:59.999000064,-75.4074436857627,-31.375915313545093,-44.03152837221761
93,2022-01-05 05:00:00,46264.92,46322.89,46026.75,46221.89,713.51555,2022-01-05 05:59:59.999000064,-87.25355546332867,-42.55144334350181,-44.70211211982686
94,2022-01-05 06:00:00,46221.89,46262.39,45977.78,46159.91,671.315,2022-01-05 06:59:59.999000064,-100.48462816126266,-54.13808030705398,-46.34654785420868
95,2022-01-05 07:00:00,46159.91,46159.91,45760.05,45832.01,1048.25305,2022-01-05 07:59:59.999000064,-135.86299419912393,-70.48306308546798,-65.37993111365596
96,2022-01-05 08:00:00,45832.01,46298.56,45722.21,46271.57,1006.79621,2022-01-05 08:59:59.999000064,-126.9681756339196,-81.7800855951583,-45.1880900387613
97,2022-01-05 09:00:00,46271.56,46333.22,46111.5,46111.5,726.20925,2022-01-05 09:59:59.999000064,-131.32148672233598,-91.68836582059383,-39.633120901742146
98,2022-01-05 10:00:00,46111.5,46390.15,46111.5,46296.95,639.23432,2022-01-05 10:59:59.999000064,-118.44192718508566,-97.0390780934922,-21.402849091593467
99,2022-01-05 11:00:00,46296.96,46549.0,46296.95,46422.55,662.40091,2022-01-05 11:59:59.999000064,-96.98196541447396,-97.02765555768855,0.04569014321458553
100,2022-01-05 12:00:00,46422.56,46527.39,46350.65,46414.47,508.72042,2022-01-05 12:59:59.999000064,-79.70795587437169,-93.56371562102518,13.85575974665349
101,2022-01-05 13:00:00,46419.0,46419.0,46246.01,46302.8,494.64292,2022-01-05 13:59:59.999000064,-74.17398309081909,-89.68576911498397,15.511786024164877
102,2022-01-05 14:00:00,46302.79,46466.65,46251.1,46450.0,608.83518,2022-01-05 14:59:59.999000064,-57.250511729456775,-83.19871763787853,25.948205908421755
103,2022-01-05 15:00:00,46450.0,46490.2,46333.78,46407.51,572.8358,2022-01-05 15:59:59.999000064,-46.728469930902065,-75.90466809648323,29.17619816558117
104,2022-01-05 16:00:00,46407.5,46681.61,46250.49,46642.07,961.44434,2022-01-05 16:59:59.999000064,-19.240847781824414,-64.57190403355148,45.33105625172706
105,2022-01-05 17:00:00,46636.78,46949.0,46575.01,46858.94,1536.64847,2022-01-05 17:59:59.999000064,19.814478378073545,-47.694627551226475,67.50910592930002
106,2022-01-05 18:00:00,46858.93,47070.0,46697.79,46818.5,1629.77569,2022-01-05 18:59:59.999000064,46.96159171270847,-28.763383698439487,75.72497541114795
107,2022-01-05 19:00:00,46818.5,46869.25,46110.0,46270.99,1495.93677,2022-01-05 19:59:59.999000064,24.019511371334374,-18.206804684484716,42.22631605581909
108,2022-01-05 20:00:00,46271.0,46348.2,45803.67,46229.99,1882.06245,2022-01-05 20:59:59.999000064,2.500565105336136,-14.065330726520546,16.565895831856682
109,2022-01-05 21:00:00,46229.99,46466.66,46112.59,46440.01,1021.81875,2022-01-05 21:59:59.999000064,2.366227545309812,-10.779019072154474,13.145246617464286
110,2022-01-05 22:00:00,46440.0,46822.17,46150.35,46689.52,1923.98717,2022-01-05 22:59:59.999000064,22.137943388072017,-4.195626580109176,26.333569968181195
111,2022-01-05 23:00:00,46689.52,46822.16,46368.63,46622.53,1228.3942,2022-01-05 23:59:59.999000064,32.032388069572335,3.0499763498271273,28.98241171974521
112,2022-01-06 00:00:00,46622.53,46674.37,46282.05,46301.62,1014.13701,2022-01-06 00:59:59.999000064,13.819746289336763,5.203930337729055,8.615815951607708
113,2022-01-06 01:00:00,46301.62,46469.66,46001.0,46010.72,1192.45603,2022-01-06 01:59:59.999000064,-23.81260549050785,-0.5993768279183262,-23.213228662589522
114,2022-01-06 02:00:00,46010.72,46365.68,45550.0,45919.92,3668.50105,2022-01-06 02:59:59.999000064,-60.26857790501526,-12.533217043337714,-47.73536086167755
115,2022-01-06 03:00:00,45919.93,46118.85,44500.0,44685.93,7383.66525,2022-01-06 03:59:59.999000064,-186.58207677216706,-47.34298898910358,-139.23908778306347
116,2022-01-06 04:00:00,44685.93,44847.99,43722.54,43967.01,8054.81116,2022-01-06 04:59:59.999000064,-340.7690963772329,-106.02821046672946,-234.74088591050347
117,2022-01-06 05:00:00,43967.01,44331.42,43422.54,43606.37,3844.19955,2022-01-06 05:59:59.999000064,-486.4564867073932,-182.11386571486221,-304.342620992531
118,2022-01-06 06:00:00,43602.49,43815.2,42500.0,43437.05,6856.6407,2022-01-06 06:59:59.999000064,-608.5623738696813,-267.40356734582605,-341.1588065238553
119,2022-01-06 07:00:00,43437.04,43709.12,43212.0,43451.13,2869.96497,2022-01-06 07:59:59.999000064,-696.17100485017,-353.15705484669485,-343.01395000347514
120,2022-01-06 08:00:00,43451.14,43772.41,43261.62,43680.94,2221.24911,2022-01-06 08:59:59.999000064,-738.5442512895752,-430.2344941352709,-308.3097571543043
121,2022-01-06 09:00:00,43680.94,43816.0,43306.48,43542.69,1908.16444,2022-01-06 09:59:59.999000064,-774.3546950664386,-499.05853432150445,-275.2961607449341
122,2022-01-06 10:00:00,43542.69,43618.34,43150.05,43259.54,1450.03547,2022-01-06 10:59:59.999000064,-816.1742200190638,-562.4816714610163,-253.69254855804752
123,2022-01-06 11:00:00,43259.55,43310.69,42803.37,42835.0,2327.84721,2022-01-06 11:59:59.999000064,-873.5041131298785,-624.6861597947888,-248.81795333508978
124,2022-01-06 12:00:00,42835.0,43159.17,42600.05,43029.73,3057.2784,2022-01-06 12:59:59.999000064,-892.9322161297459,-678.3353710617802,-214.59684506796577
125,2022-01-06 13:00:00,43029.73,43246.37,42800.0,43050.01,1649.15193,2022-01-06 13:59:59.999000064,-896.3600208603602,-721.9403010214962,-174.419719838864
126,2022-01-06 14:00:00,43050.0,43231.85,42902.65,43102.28,1265.54726,2022-01-06 14:59:59.999000064,-884.6610072349431,-754.4844422641856,-130.17656497075745
127,2022-01-06 15:00:00,43102.28,43275.8,42987.73,43245.25,1176.41332,2022-01-06 15:59:59.999000064,-854.0084922038077,-774.38925225211,-79.61923995169764
128,2022-01-06 16:00:00,43245.26,43273.87,42900.0,43055.41,1527.52833,2022-01-06 16:59:59.999000064,-835.404630088764,-786.5923278194408,-48.81230226932314
129,2022-01-06 17:00:00,43055.42,43089.86,42430.58,42597.87,2907.67194,2022-01-06 17:59:59.999000064,-847.8075913366483,-798.8353805228824,-48.97221081376597
130,2022-01-06 18:00:00,42597.87,42960.0,42568.22,42878.88,1969.46675,2022-01-06 18:59:59.999000064,-825.4466340085128,-804.1576312200084,-21.289002788504376
131,2022-01-06 19:00:00,42878.87,42974.21,42677.28,42878.34,1347.12718,2022-01-06 19:59:59.999000064,-798.563643121699,-803.0388336003465,4.475190478647505
132,2022-01-06 20:00:00,42878.33,43077.0,42632.44,43062.76,1642.32739,2022-01-06 20:59:59.999000064,-753.6894634454584,-793.1689595693689,39.47949612391051
133,2022-01-06 21:00:00,43062.77,43200.0,42900.0,43150.01,1886.14994,2022-01-06 21:59:59.999000064,-702.9824626911868,-775.1316601937325,72.14919750254569
134,2022-01-06 22:00:00,43150.0,43267.09,42761.9,42805.5,2175.95621,2022-01-06 22:59:59.999000064,-682.7258385937821,-756.6504958737424,73.92465727996034
135,2022-01-06 23:00:00,42805.5,43019.71,42666.0,42950.01,1709.80241,2022-01-06 23:59:59.999000064,-647.5470494736655,-734.8298065937271,87.28275712006155
136,2022-01-07 00:00:00,42950.02,43131.76,42725.09,42882.22,1684.48555,2022-01-07 00:59:59.999000064,-618.013615838543,-711.4665684426902,93.45295260414719
137,2022-01-07 01:00:00,42882.23,43175.66,42790.89,43005.29,1218.07748,2022-01-07 01:59:59.999000064,-578.0144457159986,-684.7761438973519,106.76169818135327
138,2022-01-07 02:00:00,43005.3,43400.0,42982.05,43369.04,1267.01944,2022-01-07 02:59:59.999000064,-511.07191133832384,-650.0352973855463,138.96338604722246
139,2022-01-07 03:00:00,43369.04,43508.78,43224.73,43438.1,1330.94921,2022-01-07 03:59:59.999000064,-447.2908156140693,-609.4864010312509,162.19558541718163
140,2022-01-07 04:00:00,43438.11,43581.3,43111.57,43221.5,1292.4114,2022-01-07 04:59:59.999000064,-409.50117291713104,-569.489355408427,159.9881824912959
141,2022-01-07 05:00:00,43221.5,43253.29,43066.04,43120.64,779.82229,2022-01-07 05:59:59.999000064,-383.2730349304402,-532.2460913128295,148.97305638238936
142,2022-01-07 06:00:00,43120.63,43236.73,43007.81,43180.97,528.19132,2022-01-07 06:59:59.999000064,-353.5434905257134,-496.5055711554063,142.96208062969288
143,2022-01-07 07:00:00,43180.96,43241.41,43053.94,43082.31,557.69907,2022-01-07 07:59:59.999000064,-334.09244017413585,-464.0229449591522,129.93050478501635
144,2022-01-07 08:00:00,43082.3,43145.83,42738.0,42788.15,1388.76561,2022-01-07 08:59:59.999000064,-338.511446990713,-438.92064536546434,100.40919837475133
145,2022-01-07 09:00:00,42788.15,43030.5,42785.56,43008.9,699.84938,2022-01-07 09:59:59.999000064,-320.50626490124705,-415.2377692726209,94.73150437137383
146,2022-01-07 10:00:00,43008.9,43030.0,42771.59,42799.13,747.90157,2022-01-07 10:59:59.999000064,-319.48093688355584,-396.0864027948079,76.60546591125205
147,2022-01-07 11:00:00,42799.12,42827.07,41577.77,41803.11,6273.84627,2022-01-07 11:59:59.999000064,-394.4913957086319,-395.7674013775727,1.2760056689407975
148,2022-01-07 12:00:00,41803.11,41909.23,41000.0,41700.33,6290.72537,2022-01-07 12:59:59.999000064,-456.9636196233332,-408.0066450267248,-48.956974596608404
149,2022-01-07 13:00:00,41700.33,41950.0,41524.94,41851.33,2331.60741,2022-01-07 13:59:59.999000064,-488.6559475380054,-424.13650552898093,-64.51944200902449
150,2022-01-07 14:00:00,41851.33,41853.19,41409.95,41529.14,1875.03696,2022-01-07 14:59:59.999000064,-533.6191566160196,-446.0330357463887,-87.58612086963092
151,2022-01-07 15:00:00,41529.15,41731.36,41206.9,41706.71,2325.13466,2022-01-07 15:59:59.999000064,-548.6004838809458,-466.54652537330014,-82.05395850764569
152,2022-01-07 16:00:00,41706.71,42883.47,41607.5,42088.61,3719.93086,2022-01-07 16:59:59.999000064,-523.6211763662213,-477.96145557188436,-45.65972079433698
153,2022-01-07 17:00:00,42088.61,42628.34,42060.0,42422.56,1591.9884,2022-01-07 17:59:59.999000064,-471.443414907495,-476.6578474390065,5.214432531511477
154,2022-01-07 18:00:00,42422.57,42533.43,42168.0,42172.83,1278.56313,2022-01-07 18:59:59.999000064,-445.11230932123,-470.3487398154512,25.236430494221224
155,2022-01-07 19:00:00,42172.84,42350.73,42161.0,42258.62,1036.72745,2022-01-07 19:59:59.999000064,-412.5663740690652,-458.792266666174,46.22589259710878
156,2022-01-07 20:00:00,42258.62,42500.0,42258.62,42400.0,975.52441,2022-01-07 20:59:59.999000064,-371.0876342097472,-441.25134017488864,70.16370596514145
157,2022-01-07 21:00:00,42400.0,42766.17,41200.0,41489.22,5136.68431,2022-01-07 21:59:59.999000064,-407.015941907317,-434.40426052137434,27.38831861405731
158,2022-01-07 22:00:00,41489.19,42132.98,41398.13,41894.4,2577.29371,2022-01-07 22:59:59.999000064,-398.2044913352438,-427.16430668414824,28.959815348904442
159,2022-01-07 23:00:00,41894.4,41915.36,40610.0,41319.11,5256.54394,2022-01-07 23:59:59.999000064,-432.6550700456137,-428.26245935644135,-4.392610689172329
160,2022-01-08 00:00:00,41310.85,42315.85,40917.66,42135.26,4909.62675,2022-01-08 00:59:59.999000064,-389.6097391771473,-420.5319153205825,30.92217614343525
161,2022-01-08 01:00:00,42137.38,42166.86,41749.06,41993.48,1186.96985,2022-01-08 01:59:59.999000064,-362.75485329242656,-408.9765029149513,46.22164962252475
162,2022-01-08 02:00:00,41993.68,42000.0,41520.0,41707.64,880.73461,2022-01-08 02:59:59.999000064,-360.3827933737193,-399.2577610067049,38.8749676329856
163,2022-01-08 03:00:00,41707.04,41898.33,41516.0,41775.38,893.4115,2022-01-08 03:59:59.999000064,-349.0136547664879,-389.20893975866153,40.19528499217364
164,2022-01-08 04:00:00,41775.38,42054.0,41597.15,41922.2,1109.53468,2022-01-08 04:59:59.999000064,-324.4167096495221,-376.2504937368336,51.83378408731153
165,2022-01-08 05:00:00,41922.19,42035.0,41845.46,41875.01,596.35057,2022-01-08 05:59:59.999000064,-305.2129867271142,-362.04299233488973,56.83000560777555
166,2022-01-08 06:00:00,41875.0,41879.42,41350.0,41541.82,973.4074,2022-01-08 06:59:59.999000064,-313.26838344913267,-352.2880705577383,39.01968710860564
167,2022-01-08 07:00:00,41541.83,41599.92,41336.82,41566.48,780.34938,2022-01-08 07:59:59.999000064,-314.0424021521467,-344.63893687662,30.596534724473315
168,2022-01-08 08:00:00,41566.48,42115.2,41558.0,41991.89,1244.69199,2022-01-08 08:59:59.999000064,-277.134155812324,-331.1379806637608,54.003824851436775
169,2022-01-08 09:00:00,41991.89,42246.37,41847.48,41883.41,1168.11943,2022-01-08 09:59:59.999000064,-253.71288981032558,-315.65296249307374,61.940072682748166
170,2022-01-08 10:00:00,41883.42,41944.44,41693.42,41882.85,623.26458,2022-01-08 10:59:59.999000064,-232.51625246049662,-299.0256204865583,66.50936802606168
171,2022-01-08 11:00:00,41882.86,41911.86,41641.27,41810.91,510.16918,2022-01-08 11:59:59.999000064,-218.99824596179678,-283.020145581606,64.02189961980923
172,2022-01-08 12:00:00,41810.92,41991.2,41760.0,41900.92,471.07045,2022-01-08 12:59:59.999000064,-198.7312238222221,-266.16236122972924,67.43113740750715
173,2022-01-08 13:00:00,41900.92,41999.99,41836.14,41971.7,517.64026,2022-01-08 13:59:59.999000064,-174.94149167501018,-247.91818731878544,72.97669564377526
174,2022-01-08 14:00:00,41971.7,41994.66,41739.0,41922.23,625.30663,2022-01-08 14:59:59.999000064,-158.2555021958542,-229.9856502941992,71.73014809834498
